warning_id,project_id,canonical_project_id,warning_type,severity,trigger_value,trigger_description,recommended_action
615330-PROGRESS_STAGNATION,615330,615330,PROGRESS_STAGNATION,HIGH,0.0599999999999999,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
615331-PROGRESS_STAGNATION,615331,615331,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
615336-ANOMALOUS_TRAJECTORY,615336,615336,ANOMALOUS_TRAJECTORY,MEDIUM,0.0020610744887712973,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
615818-PROGRESS_STAGNATION,615818,615818,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
615820-EXPENDITURE_PROGRESS_DIVERGENCE,615820,615820,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,7162.238454653565,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
615820-ANOMALOUS_TRAJECTORY,615820,615820,ANOMALOUS_TRAJECTORY,HIGH,0.18842723082129165,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
615821-EXPENDITURE_PROGRESS_DIVERGENCE,615821,615821,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,31.50245284322532,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
615822-PROGRESS_DETERIORATION,615822,615822,PROGRESS_DETERIORATION,CRITICAL,-2.3500000000000014,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
615843-PROGRESS_DETERIORATION,615843,615843,PROGRESS_DETERIORATION,CRITICAL,-0.4033333333333336,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
615857-PROGRESS_STAGNATION,615857,615857,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
615860-PROGRESS_STAGNATION,615860,615860,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
615861-PROGRESS_STAGNATION,615861,615861,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
615863-PROGRESS_STAGNATION,615863,615863,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
615914-PROGRESS_STAGNATION,615914,615914,PROGRESS_STAGNATION,HIGH,0.0500000000000001,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
615916-PROGRESS_STAGNATION,615916,615916,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
615917-PROGRESS_STAGNATION,615917,615917,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
615918-PROGRESS_STAGNATION,615918,615918,PROGRESS_STAGNATION,HIGH,0.0366666666666664,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
615919-PROGRESS_STAGNATION,615919,615919,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
615982-PROGRESS_STAGNATION,615982,615982,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
616050-PROGRESS_STAGNATION,616050,616050,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
616223-PROGRESS_STAGNATION,616223,616223,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
616225-PROGRESS_STAGNATION,616225,616225,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
616227-PROGRESS_STAGNATION,616227,616227,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
616229-PROGRESS_STAGNATION,616229,616229,PROGRESS_STAGNATION,HIGH,0.0099999999999999,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
616230-PROGRESS_STAGNATION,616230,616230,PROGRESS_STAGNATION,HIGH,0.0033333333333333,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
616233-EXPENDITURE_PROGRESS_DIVERGENCE,616233,616233,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,28.24100690895711,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
616234-PROGRESS_DETERIORATION,616234,616234,PROGRESS_DETERIORATION,CRITICAL,-5.530000000000001,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
616235-DATA_QUALITY_REVIEW,616235,616235,DATA_QUALITY_REVIEW,LOW,28.6,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
616236-PROGRESS_DETERIORATION,616236,616236,PROGRESS_DETERIORATION,CRITICAL,-0.3966666666666659,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
616253-PROGRESS_STAGNATION,616253,616253,PROGRESS_STAGNATION,HIGH,0.0033333333333332,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
616587-PROGRESS_STAGNATION,616587,616587,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
616600-PROGRESS_STAGNATION,616600,616600,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
616600-EXPENDITURE_PROGRESS_DIVERGENCE,616600,616600,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,24795.72665682692,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
616600-ANOMALOUS_TRAJECTORY,616600,616600,ANOMALOUS_TRAJECTORY,HIGH,0.29032807875876077,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
616615-PROGRESS_STAGNATION,616615,616615,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
616616-PROGRESS_STAGNATION,616616,616616,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
616691-PROGRESS_STAGNATION,616691,616691,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
616694-PROGRESS_DETERIORATION,616694,616694,PROGRESS_DETERIORATION,CRITICAL,-1.8333333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
616694-EXPENDITURE_PROGRESS_DIVERGENCE,616694,616694,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,27.847786023808336,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
616695-PROGRESS_DETERIORATION,616695,616695,PROGRESS_DETERIORATION,CRITICAL,-1.1666666666666667,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
616699-PROGRESS_DETERIORATION,616699,616699,PROGRESS_DETERIORATION,CRITICAL,-4.833333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
616699-ANOMALOUS_TRAJECTORY,616699,616699,ANOMALOUS_TRAJECTORY,MEDIUM,0.01870141376431189,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
616701-PROGRESS_DETERIORATION,616701,616701,PROGRESS_DETERIORATION,CRITICAL,-3.0,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
616839-PROGRESS_STAGNATION,616839,616839,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
616841-PROGRESS_DETERIORATION,616841,616841,PROGRESS_DETERIORATION,CRITICAL,-0.3333333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
616841-EXPENDITURE_PROGRESS_DIVERGENCE,616841,616841,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,23.273623130408684,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
616856-PROGRESS_STAGNATION,616856,616856,PROGRESS_STAGNATION,HIGH,0.0066666666666666,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
616983-PROGRESS_STAGNATION,616983,616983,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617179-PROGRESS_STAGNATION,617179,617179,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617200-PROGRESS_STAGNATION,617200,617200,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617207-PROGRESS_STAGNATION,617207,617207,PROGRESS_STAGNATION,HIGH,0.2233333333333331,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617210-PROGRESS_DETERIORATION,617210,617210,PROGRESS_DETERIORATION,CRITICAL,-0.0166666666666666,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
617211-PROGRESS_STAGNATION,617211,617211,PROGRESS_STAGNATION,HIGH,0.0666666666666667,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617212-ANOMALOUS_TRAJECTORY,617212,617212,ANOMALOUS_TRAJECTORY,MEDIUM,0.004020153163328266,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
617214-PROGRESS_DETERIORATION,617214,617214,PROGRESS_DETERIORATION,CRITICAL,-0.0533333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
617215-EXPENDITURE_PROGRESS_DIVERGENCE,617215,617215,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,21.638421674697703,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
617216-PROGRESS_DETERIORATION,617216,617216,PROGRESS_DETERIORATION,CRITICAL,-0.0533333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
617231-PROGRESS_STAGNATION,617231,617231,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617233-PROGRESS_STAGNATION,617233,617233,PROGRESS_STAGNATION,HIGH,0.0333333333333333,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617239-PROGRESS_STAGNATION,617239,617239,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617245-PROGRESS_STAGNATION,617245,617245,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617245-COST_ESCALATION,617245,617245,COST_ESCALATION,HIGH,108.03275905966224,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
617252-PROGRESS_DETERIORATION,617252,617252,PROGRESS_DETERIORATION,CRITICAL,-3.9333333333333336,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
617252-EXPENDITURE_PROGRESS_DIVERGENCE,617252,617252,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,47.18992738658317,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
617252-COST_ESCALATION,617252,617252,COST_ESCALATION,HIGH,56.64687405428532,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
617252-ANOMALOUS_TRAJECTORY,617252,617252,ANOMALOUS_TRAJECTORY,MEDIUM,0.06585504302327738,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
617270-PROGRESS_STAGNATION,617270,617270,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617271-PROGRESS_STAGNATION,617271,617271,PROGRESS_STAGNATION,HIGH,0.0066666666666665,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617278-PROGRESS_STAGNATION,617278,617278,PROGRESS_STAGNATION,HIGH,0.0166666666666666,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617280-PROGRESS_STAGNATION,617280,617280,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617280-EXPENDITURE_PROGRESS_DIVERGENCE,617280,617280,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,1083.3978932529271,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
617280-ANOMALOUS_TRAJECTORY,617280,617280,ANOMALOUS_TRAJECTORY,HIGH,0.1910381034926928,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
617288-PROGRESS_STAGNATION,617288,617288,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617299-EXPENDITURE_PROGRESS_DIVERGENCE,617299,617299,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,13314.30627344727,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
617299-ANOMALOUS_TRAJECTORY,617299,617299,ANOMALOUS_TRAJECTORY,HIGH,0.26286585638435467,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
617302-COST_ESCALATION,617302,617302,COST_ESCALATION,HIGH,48.44827586206897,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
617326-PROGRESS_STAGNATION,617326,617326,PROGRESS_STAGNATION,HIGH,0.1333333333333352,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617333-PROGRESS_DETERIORATION,617333,617333,PROGRESS_DETERIORATION,CRITICAL,-0.1666666666666666,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
617333-EXPENDITURE_PROGRESS_DIVERGENCE,617333,617333,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,32.02640528105621,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
617345-PROGRESS_STAGNATION,617345,617345,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617361-PROGRESS_STAGNATION,617361,617361,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617364-PROGRESS_DETERIORATION,617364,617364,PROGRESS_DETERIORATION,CRITICAL,-3.0,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
617372-PROGRESS_DETERIORATION,617372,617372,PROGRESS_DETERIORATION,CRITICAL,-3.7333333333333343,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
617374-PROGRESS_STAGNATION,617374,617374,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617379-PROGRESS_STAGNATION,617379,617379,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617404-EXPENDITURE_PROGRESS_DIVERGENCE,617404,617404,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,27.289096770783782,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
617406-PROGRESS_STAGNATION,617406,617406,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617412-ANOMALOUS_TRAJECTORY,617412,617412,ANOMALOUS_TRAJECTORY,MEDIUM,0.051214016665941275,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
617422-PROGRESS_STAGNATION,617422,617422,PROGRESS_STAGNATION,HIGH,0.0333333333333338,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617764-PROGRESS_STAGNATION,617764,617764,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617803-PROGRESS_STAGNATION,617803,617803,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617808-PROGRESS_STAGNATION,617808,617808,PROGRESS_STAGNATION,HIGH,0.1666666666666666,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617818-PROGRESS_DETERIORATION,617818,617818,PROGRESS_DETERIORATION,CRITICAL,-0.0333333333333335,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
617819-PROGRESS_STAGNATION,617819,617819,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617827-ANOMALOUS_TRAJECTORY,617827,617827,ANOMALOUS_TRAJECTORY,MEDIUM,0.01971290840623341,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
617832-PROGRESS_STAGNATION,617832,617832,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617877-PROGRESS_STAGNATION,617877,617877,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617878-PROGRESS_STAGNATION,617878,617878,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617880-DATA_QUALITY_REVIEW,617880,617880,DATA_QUALITY_REVIEW,LOW,32.9,Evidence is insufficient for a dependable risk assessment.,Validate project identity and missing monitoring fields.
617882-ANOMALOUS_TRAJECTORY,617882,617882,ANOMALOUS_TRAJECTORY,MEDIUM,0.012112162404307236,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
617883-PROGRESS_DETERIORATION,617883,617883,PROGRESS_DETERIORATION,CRITICAL,-1.3333333333333333,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
617885-PROGRESS_STAGNATION,617885,617885,PROGRESS_STAGNATION,HIGH,0.1733333333333367,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617886-PROGRESS_STAGNATION,617886,617886,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617888-PROGRESS_STAGNATION,617888,617888,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617891-PROGRESS_STAGNATION,617891,617891,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617892-PROGRESS_STAGNATION,617892,617892,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617893-PROGRESS_STAGNATION,617893,617893,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617898-PROGRESS_STAGNATION,617898,617898,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617899-PROGRESS_STAGNATION,617899,617899,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617901-PROGRESS_STAGNATION,617901,617901,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617904-PROGRESS_STAGNATION,617904,617904,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617906-PROGRESS_STAGNATION,617906,617906,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617909-PROGRESS_STAGNATION,617909,617909,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617911-PROGRESS_STAGNATION,617911,617911,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617913-PROGRESS_STAGNATION,617913,617913,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617913-EXPENDITURE_PROGRESS_DIVERGENCE,617913,617913,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,67.14388427003661,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
617917-PROGRESS_STAGNATION,617917,617917,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617919-PROGRESS_STAGNATION,617919,617919,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617920-PROGRESS_STAGNATION,617920,617920,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617928-PROGRESS_STAGNATION,617928,617928,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617929-PROGRESS_STAGNATION,617929,617929,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617930-PROGRESS_DETERIORATION,617930,617930,PROGRESS_DETERIORATION,CRITICAL,-1.6666666666666667,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
617932-PROGRESS_STAGNATION,617932,617932,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617934-PROGRESS_STAGNATION,617934,617934,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617934-EXPENDITURE_PROGRESS_DIVERGENCE,617934,617934,EXPENDITURE_PROGRESS_DIVERGENCE,HIGH,34.09555369705319,Expenditure is unusually ahead of physical progress relative to the portfolio.,Review expenditure milestones against physical deliverables.
617936-PROGRESS_STAGNATION,617936,617936,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617944-PROGRESS_STAGNATION,617944,617944,PROGRESS_STAGNATION,HIGH,0.1233333333333348,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617946-PROGRESS_STAGNATION,617946,617946,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617947-PROGRESS_STAGNATION,617947,617947,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617948-PROGRESS_STAGNATION,617948,617948,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617948-COST_ESCALATION,617948,617948,COST_ESCALATION,HIGH,80.7702974726012,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
617949-PROGRESS_STAGNATION,617949,617949,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617958-PROGRESS_DETERIORATION,617958,617958,PROGRESS_DETERIORATION,CRITICAL,-7.263333333333335,Recent physical progress is declining.,Escalate for a milestone and data-quality review.
617959-PROGRESS_STAGNATION,617959,617959,PROGRESS_STAGNATION,HIGH,0.2199999999999988,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617961-PROGRESS_STAGNATION,617961,617961,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617961-COST_ESCALATION,617961,617961,COST_ESCALATION,HIGH,51.76633424424176,Cost escalation is high relative to the current portfolio.,Review revised-cost basis and mitigation plan.
617966-PROGRESS_STAGNATION,617966,617966,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617967-PROGRESS_STAGNATION,617967,617967,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617968-PROGRESS_STAGNATION,617968,617968,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617970-PROGRESS_STAGNATION,617970,617970,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617972-PROGRESS_STAGNATION,617972,617972,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617973-PROGRESS_STAGNATION,617973,617973,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617974-ANOMALOUS_TRAJECTORY,617974,617974,ANOMALOUS_TRAJECTORY,MEDIUM,0.009061601637343097,Observed pattern is unusual relative to the current portfolio.,Review the underlying reporting and project milestones.
617975-PROGRESS_STAGNATION,617975,617975,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617977-PROGRESS_STAGNATION,617977,617977,PROGRESS_STAGNATION,HIGH,0.1833333333333323,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617982-PROGRESS_STAGNATION,617982,617982,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617991-PROGRESS_STAGNATION,617991,617991,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617992-PROGRESS_STAGNATION,617992,617992,PROGRESS_STAGNATION,HIGH,0.0466666666666668,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617993-PROGRESS_STAGNATION,617993,617993,PROGRESS_STAGNATION,HIGH,0.2466666666666649,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617994-PROGRESS_STAGNATION,617994,617994,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617995-PROGRESS_STAGNATION,617995,617995,PROGRESS_STAGNATION,HIGH,0.0,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
617996-PROGRESS_STAGNATION,617996,617996,PROGRESS_STAGNATION,HIGH,0.1999999999999981,Physical progress has shown minimal recent movement.,Prioritise milestone-level review and identify implementation bottlenecks.
